IYR,IMO,RAILROAD,STATE,STATION,COUNTY,NARR1,NARR2,NARR3,NARR4,NARR5,NARR6,NARR7,NARR8,NARR9,NARR10,NARR11,NARR12,NARR13,NARR14,NARR15
19,10,FEC,12,JACKSONVILLE,DUVAL,CONDUCTOR ON JOB 10 TOLD ENGINEER TO BACK UP THAT HE WAS CLEAR 20 CARS AND FAILED TO PROTECT THE POI,"NT.  SHOVED THE BOTTOM CAR, CNA 712436 INTO A FLAT, TTRX 360423, THAT WAS ON TRAIN 218-09 ON THE SOU","TH END OF B-YARD LADDER.  PRIOR TO INCIDENT, TRAIN 218-09 HAD ARRIVED AT FINAL DESTINATION, TRAIN SE",CURED AND CREW REMOVED.,,,,,,,,,,,
19,11,BLF,12,NORTH MIAMI BEACH,MIAMI-DADE,"BLF605 TRAVELING SOUTH BOUND ON THE EAST MAIN, WITNESSED A VEHICLE FOULING THE CROSSING AT NE 172ST.",ENGINEER SOUNDED THE HORN AND BELL AND PLACED THE TRAIN IN EMERGENCY STRIKING THE VEHICLE.  NO INJ,URIES REPORTED.  FEC DAMAGES:  $353.08,,,,,,,,,,,,
19,3,CSX,12,MULBERRY,POLK,"WHILE TRAVERSING A TURNOUT, THE 71ST CAR (FURX 815348) OF TRAIN O73029 DERAILED DUE TO BEING IMPROPE",RLY LOADED. THIS RESULTED IN THE 3 ADDITIONAL TRAILING CARS BEING DERAILED. LOAD ENGINEERING GROUP I,NVESTIGATED AND DOCUMENTED THE IMPROPERLY LOADED CAR WITH SHIPPER.,,,,,,,,,,,,
19,6,MNCW,9,NORWALK,FAIRFIELD,EASTBOUND TRAIN 1504 ON TRACK 2 STRUCK THE LEFT WING OF HERZOG'S BALLAST REGULATOR BR860-567 THAT WS,A STATIONARY ON TRACK 4. DAMAGED CAUSED TO 7/8 CARS IS CONSIST. THE LEFT WING OF THE BALLAST REGULAT,"OR WAS NOT FULLY LOCKED AND SECURED BY OPERATOR, ALLOWING THE WING TO FOUL TRACK 4.",,,,,,,,,,,,
19,6,MNCW,9,NORWALK,FAIRFIELD,EASTBOUND TRAIN 1504 ON TRACK 2 STRUCK THE LEFT WING OF HERZOG'S BALLAST REGULATOR BR860-567 THAT WS,A STATIONARY ON TRACK 4. DAMAGED CAUSED TO 7/8 CARS IS CONSIST. THE LEFT WING OF THE BALLAST REGULAT,"OR WAS NOT FULLY LOCKED AND SECURED BY OPERATOR, ALLOWING THE WING TO FOUL TRACK 4.",,,,,,,,,,,,
19,6,MNCW,9,NEW HAVEN,NEW HAVEN,TRAIN 6524 WAS GIVEN PERMISSION TO TRACK 63 IN NEW HAVEN YARD AND TRAVELED WEST ON UNINTENDED TRACK,"38, 41 TO 45, THEN OPERATED PAST THE `END OF WIRE` SIGN ON TRACK 45, CAUSING DAMAGE TO 4 PANTOGRAPHS",IN THE CONSIST DUE TO HITTING A SPAN WIRE AND LOSING CONTACT WITH THE OVERHEAD WIRE. THE LOCOMOTIVE,ENGINEER AND CONDUCTOR WERE UNFAMILIAR WITH THE YARD PHYSICAL CHARACTERISTICS AND THE GIVEN MOVE BY,THE YARDMASTER.,,,,,,,,,,
19,4,ATK,9,NEW HAVEN,NEW HAVEN,"NORTHBOUND CSO-1, WITH TWO LOCOMOTIVES AND 17 CARS, DERAILED AND THEN RE-RAILED ONE CAR NORTH OVER A","SWITCH.  THERE WAS SIGNIFICANT DAMAGE TO THE SWITCH, RAIL AND TIES.",,,,,,,,,,,,,
19,12,UP,6,ROSEVILLE,PLACER,"MPDWC-01 COMING IN THE YARD FROM THE EAST END 206, TIED DOWN 7 CARS AND THEIR DUPS IN THE RAIL.  AFT",ER CUTTING AWAY FROM THE CARS THE CREW PROCEEDED WEST IN ORDER TO SHOVE THEIR SET OUT IN 207.  THE C,"ONDUCTOR WAS ON THE GROUND AT THE HOOK, WHILE THE ENGINEER IS PULLING OUT OF 206. THE ENGINEER STATE",D THAT HE THOUGHT THE POINT WAS LINED FOR HIS ROUTE.  THE ENGINEER PROCEEDED TO SHOVE BACK INTO 207,NOT AWARE OF THE 204 SWITCH BEING LINED AND DERAILED 3 CARS.,,,,,,,,,,
19,10,SCXF,12,PAHOKEE,PALM BEACH,A SEMI TRUCK AND TRAILER FAILED TO STOP AT THE  WARNING STOP SIGN FOR A PRIVATE DIRT ROAD CROSSING A,ND CROSSED IN FRONT OF ON-COMING TRAIN AND WAS STRUCK IN THE TRAILER BY THE CONTROLLING LOCOMOTIVE D,ERAILING IT AND 3 FREIGHT CARS.,,,,,,,,,,,,
19,8,FEC,12,LANTANA,PALM BEACH,BLF TRAIN 609 WAS HEADING SOUTHBOUND ON THE WEST MAIN TRACK AND OBSERVED A VEHICLE NOT IN THE CLEAR,"AT THE CROSSING AND STRUCK UNOCCUPIED VEHICLE.  NO INJURIES WERE REPORTED.  BLF DAMAGES WERE $13,852",.,,,,,,,,,,,,
19,8,FEC,12,BOYNTON BEACH,PALM BEACH,BLF 604 WAS TRAVELING SOUTHBOUND ON THE EAST MAIN WHEN THEY OBSERVED A VEHICLE GOING AROUND THE CROS,SING GATES.  THE ENGINEER PLACED THE TRAIN IN EMERGENCY BUT WAS UNABLE TO STOP PRIOR TO IMPACT.  BLF,"DAMAGES WERE $26,339.",,,,,,,,,,,,
19,8,FEC,12,DEERFIELD BEACH,BROWARD,BLF 703 WAS TRAVELING SOUTBOUND ON THE WEST MAIN TRACK WHEN THEY OBSERVED A TRESPASSING VEHICLE GO A,ROUND THE CROSSING GATES AT THE CROSSING.  TRAIN STRUCK VEHICLE AND DRIVER/TRESPASSER SUSTAINED FATA,"L INJURIES.  BLF DAMAGES WERE $40,457.",,,,,,,,,,,,
19,1,UP,19,AMES,STORY,"WJSJSA-10, WHILE TRAVELING WEST TO DUMP BALLAST, THE TENTH CAR BACK STARTED TO DUMP ITS LOAD.  THESE","ARE AIR POWERED SIDE DUMP MOW BALLAST CARS.  WITH THE CAR IN THE DUMPING POSITION, THE SIDE DOOR ST",ARTED CLIPPING THE MDMBO-10 TRAIN THAT WAS ON ADJACENT TRACK.  CAUSE WAS DETERMINED TO BE THE RELEAS,E HANDLE VIBRATED OUT OF THE EXHAUST POSITION INTO THE DUMP POSITION WHILE TRAVELING DOWN THE TRACK.,NO DERAILMENT.,,,,,,,,,,
19,2,IANR,19,WATERLOO,BLACK HAWK,"FEBRUARY 20, 2019 
WATERLOO, IA., BRYANT YARD (SOUTH END LEAD)
HEAVY SNOW AND BLOWING SNOW -NEAR B","LIZZARD CONDITIONS 

AT APPROXIMATELY 12:57 PM, THE EXTRA XIANR4003N, ARRIVED BRYANT YARD WITH FIV",E LOCOMOTIVES AND A 123-CAR TRAIN. THE CREW WAS INSTRUCTED TO BRING THEIR TRAIN DOWN TRACK 2. AS STA,"TED ABOVE, THERE WAS HEAVY SNOW AT THE TIME AND VISIBILITY WAS POOR. THE CONDUCTOR HAD DISMOUNTED FR","OM THE TRAIN IN ORDER TO MAKE A CUT ON THE REAR PORTION OF THE TRAIN.  AS THE MOVE PROGRESSED, THE E",NGINEER WAS HAVING TROUBLE IDENTIFYING THE POSITION OF THE SWITCH POINTS / SWITCH TARGETS AND IN ADD,"ITION, THERE WAS AN “OFF TRACK” END-LOADER CLEARING SNOW FROM NEXT TO THE TRACKS. ONCE CLOSE ENOUGH","TO SEE THE SWITCHES HE SAW THAT THE ROUTE WAS IN FACT LINED FOR HIS MOVEMENT. 
AT THIS MOMENT, THE",ENGINEER ALSO NOTICED THAT THE HEAD CAR ON THE MAIN TRACK WAS FOULING THE LEAD. HE APPLIED AN EMERGE,"NCY BRAKE APPLICATION; HOWEVER, HE WAS UNABLE TO STOP SHORT OF THE FOULING CAR, WHEREIN THE LOCOMOTI","VES SIDESWIPED THE CAR, CAUSING LADDER AND HANDHOLD SAFETY APPLIANCES TO THE CAR AND THREE LOCOMOTIV","ES. 
UPON FURTHER INVESTIGATION AS TO HOW AND WHY THE CAR WAS LEFT OUT TO FOUL, IT WAS DETERMINED T",HAT THE LOCAL TRANSPORTATION DEPARTMENT MANAGER HAD EARLIER INSTRUCTED A CREW TO LEAVE THE CAR AS IT,"WAS POSITIONED, WITH THE INTENT OF HAVING THE ABOVE MENTIONED INBOUND TRAIN CREW STOP AND PLACE THE",CAR INTO THE CLEAR. THE MANAGER HOWEVER FAILED TO CONVEY THESE INSTRUCTIONS TO (SEE ATTACHED SHEET)
19,1,UP,19,AMES,STORY,"WJSJSA-10, WHILE TRAVELING WEST TO DUMP BALLAST, THE TENTH CAR BACK STARTED TO DUMP ITS LOAD.  THESE","ARE AIR POWERED SIDE DUMP MOW BALLAST CARS.  WITH THE CAR IN THE DUMPING POSITION, THE SIDE DOOR ST",ARTED CLIPPING THE MDMBO-10 TRAIN THAT WAS ON ADJACENT TRACK.  CAUSE WAS DETERMINED TO BE THE RELEAS,E HANDLE VIBRATED OUT OF THE EXHAUST POSITION INTO THE DUMP POSITION WHILE TRAVELING DOWN THE TRACK.,NO DERAILMENT.,,,,,,,,,,
19,4,CSO,9,NEW HAVEN,NEW HAVEN,AMTRAK CALLED TO INFORM THAT THEY FOUND WHAT APPEARED TO BE DERAILMENT MARKS NEAR A TURNOUT.  CSO 1,REPORTED NOTHING OUT OF THE ORDINARY WITH THEIR TRAIN IN THAT AREA AND AFTER INSPECTING THE CARS BEI,NG DELIVERED TO CSX FOUND THAT THE FICX 8735 MAY HAVE DERAILED BUT HAD NO DAMAGE AND WAS BEING SHIPP,ED TO BE SCRAPPED.,,,,,,,,,,,
19,7,GRS,9,BRISTOL,HARTFORD,WHILE TRAVELING EAST ON WATERBURY BRANCH TRAIN CREW FELT A TUG AND BROUGHT TRAIN TO A STOP - INSPECT,ED AND FOUND 6 CARS HAD DERAILED,,,,,,,,,,,,,
19,9,MNCW,9,NEW HAVEN,NEW HAVEN,TRAIN 1542 WAS OPERATING ON NEW HAVEN LINE TRACK 2 WHEN THE ENGINEER PASSED A STOP SIGNAL. THIS CAUS,"ED THE EQUIPMENT TO TRAVEL AN IMPROPERLY LINED SWITCH BEFORE STOPPING, CAUSING DAMAGE TO THE SWITCH",AND COMPONENTS.,,,,,,,,,,,,
19,1,ARR,2,CANTWELL,DENALI,"AT APPROX. 0315 JANUARY 15, 130N KEY TRAIN EXPERIENCED UDE MP 317 TRAVELING 45 MPH. WHEN AIR DID NOT",COME BACK UP THE CONDUCTOR WALKED BACK TO INSPECT FOUND THE GATX 72470 (B END) SOUTH SET OF TRUCKS,WERE ON THE GROUND. TRAIN SEPARATED BETWEEN 36TH AND 37TH CAR. 37TH CAR BEING THE DERAILED GATX 7247,0. INITIAL INSPECTION REVEALED A HEAT DAMAGED R1 BEARING OF THE GATX 72470 ON THE GROUND AT APPROX.,MP 309.5. DAMAGE TO THE TRACK WAS NOTED FROM MP314-MP 314.6.,,,,,,,,,,
19,11,NS,13,RINCON,EFFINGHAM,"724G517 PULLING NORTH WITH 3 LOCOMOTIVES AND 95 CARS, DERAILED 2 TRAIL LOCOMOTIVES AND 6 HEAD CARS .",,,,,,,,,,,,,,
19,12,UP,6,LATHROP,SAN JOAQUIN,CONTRACT CREW WAS PLACING CONSIST IN TRACK FOR OUTBOUND DEPARTURE.  CONTRACT ENGINEER PULLED INTO TR,ACK AND STOPPED SHORT OF DERAIL AS IS PROCEDURE.  ENGINEER CLAIMS TO HAVE LOOKED AT DERAIL AND NOT A,"T THE SWITCH TARGET, WHEN HE LOOKED HE THOUGHT THE DERAIL WAS DOWN.  ENGINEER BEGAN PULLING INTO TRA",CK AND WENT OVER DERAIL IN DERAILING POSITION.  ONE SET OF TRUCKS ON UP8769 IN THE DIRT.,,,,,,,,,,,
19,7,CSX,12,OXFORD,SUMTER,Q45318 STRUCK TRAILER DUE TO THE TRAILER BEING TOO LOW AND GETTING STUCK ON CROSSING. AGE UNKNOWN.,,,,,,,,,,,,,,
19,8,CSX,12,HIALEAH,MIAMI-DADE,Y12018 PULLED THROUGH H01 SWITCH RAN THROUGH THE SWITCH AND MADE A REVERSE MOVEMENT RESULTING IN A 3,"CAR DERAILMENT.  SFRV IS REPORTING 14,550 IN DAMAGES.",,,,,,,,,,,,,
19,10,FEC,12,JACKSONVILLE,DUVAL,CONDUCTOR ON JOB 10 TOLD ENGINEER TO BACK UP THAT HE WAS CLEAR 20 CARS AND FAILED TO PROTECT THE POI,"NT.  SHOVED THE BOTTOM CAR, CNA 712436, INTO A FLAT, TTRX 360423, THAT WAS ON TRAIN 218-09 ON THE SO","UTH END OF B-YARD LADDER.  PRIOR TO INCIDENT, TRAIN 218-09 HAD ARRIVED AT FINAL DESTINATION, TRAIN S",ECURED AND CREW REMOVED.,,,,,,,,,,,
19,10,FEC,12,MIAMI-DADE,MIAMI-DADE,"WHILE SHOVING AN EMPTY CUT OF HOPPERS INTO A CUSTOMER'S TRACK, THE LEAD WHEEL DERAILED IN A CURVE ON",COMPACTED DIRT THAT WAS CAUSED BY A FRONT END LOADER THAT HAD JUST CLEANED THE TRACK.,,,,,,,,,,,,,
19,10,SFRV,12,FORT LAUDERDALE,BROWARD,"AT 1654 HRS, P632 REPORTED STRIKING A TRACTOR TRAILER THAT WAS FOULING CROSSING AT MPSX 1007.8 WHILE",TRAVELING NORTH ON #2 TRACK.,,,,,,,,,,,,,
19,12,UP,6,ROSEVILLE,PLACER,"YRV12R-06 WAS PULLING OUT A CUT OF 123 CARS FROM RECEIVING TRACK 204 TO THE HUMP LEAD, WHEN IT DERAI",LED 5 CARS.  THE TRAIN PULLED 56 CARS OVER TRACK 108 CROSSOVER WHEN 5 CARS DERAILED  IN THE MIDDLE O,F THE CUT AT THE SWITCH POINT.  NO HAZMAT OR ANY INJURIES.,,,,,,,,,,,,
19,10,UP,6,VERNON,LOS ANGELES,BNSF TRAIN WAS PULLING OUT OF LOS ANGELES JUNCTION RAILROAD AND RAN THROUGH THE RED SIGNAL AND OVER,"THE DERAIL AT BANDINI ROAD CROSSING.  BNSF EQUIPMENT DAMAGE = $30,000",,,,,,,,,,,,,
19,1,TASD,1,MOBILE,MOBILE,TASD 8 PULLING 3 BOXCARS TOWARDS THE BANDA VESSEL LOWER DECK WHEN THE CONNECTING COUPLERS BETWEEN TA,SD TRACKMOBILE AND ATW 7507 FAILED TO ARTICULATE ALLOWING LATITURAL FORCES DERAILING TRACKMOBILE AT,THE FROG. INVESTIGATION RESULT WAS THE TRACKMOBILE COUPLING DID NOT ARTICULATE.,,,,,,,,,,,,
19,10,UP,6,STIRLING CITY,SAN JOAQUIN,LRS51-21 COLLIDED WITH AN UNOCCUPIED VEHICLE AT MP 90.37 / OAKLAND SUB / AT CROSSING INDUSTRIAL & MC,KINLEY.,,,,,,,,,,,,,
19,2,CSX,1,HELENA,SHELBY,Q52006 MOVING NORTH ON THE MAINLINE STRUCK UNOCCUPIED TRACTOR TRAILER STUCK ON THE TRACK. PROTECTION,ALSO AT CROSSING: ADVANCE WARNING AND PAVEMENT MARKINGS (STOP LINES & RR XING SYMBOLS).,,,,,,,,,,,,,
19,2,NS,1,VANCE,TUSCALOOSA,A39 WAS PULLING CARS NORTH OUT OF KYKENKEE TO GO BACK TO THE MAINLINE. THEY HAD 2 ENGINES AND 17 CAR,"S. AS THEY WERE PULLING OUT, THE BRAKEMAN THREW THE SWITCH POINT DERAIL UNDER THE 16TH CAR CAUSE TRA",VERSE THE DERAILING ROUTE. THIS RESULTED IN THE BOOTTOM 7 CARS OF THE TRAIN TO DERAIL.,,,,,,,,,,,,
19,9,NS,1,IRONDALE,JEFFERSON,NS TRAIN M5TA608 WAS SHOVING NORTH INTO RT06 AND DERAILED THE R3/L3 WHEEL ON TBOX 666913 AND THE R3/,"L3, R4/L4 WHEELS (A END TRUCK) ON TBOX 660526 DUE TO EXCESSIVE FORCE ON THE DRAWBARS.",,,,,,,,,,,,,
19,9,NS,1,IRONDALE,JEFFERSON,"WHILE SHOVING SOUTH ON THE WEST PULLBACK, NS CREW AB17 DERAILED NS 120203 (ALL WHEELS) AND JTSX 9000",06 (B-END TRUCKS) DUE TO DEBRIS IN THE FLANGEWAY.,,,,,,,,,,,,,
19,9,AGR,1,MOBILE,MOBILE,"411R DERAILED THREE (3) LOCOMOTIVES IN TASD TRACK 27.
AGR CREW, AGR EQUIPMENT ($1000), TASD TRACK (","$15385)
12-09-19 REVISED BLOCKS 30/TYPE OF TERRITORY, 31(2-A, B, C)/CAUSING, 50/LATITUDE, 51/LONGIT",UDE,,,,,,,,,,,,
19,8,CSX,1,DECATUR,MORGAN,Y10105 DID NOT MAKE SURE CAR WAS IN CLEAR WHILE IN SWITCHING OPERATION AND STRUCK SINGLE STANDING CA,R.,,,,,,,,,,,,,
19,8,CSX,1,DECATUR,MORGAN,Y10105 DID NOT MAKE SURE CAR WAS IN CLEAR WHILE IN SWITCHING OPERATION AND STRUCK SINGLE STANDING CA,R.,,,,,,,,,,,,,
19,4,NS,13,MACON,BIBB,"GM42 PULLING NORTH ON EAST PULLBACK WITH 41 CARS HAD THE BOTTOM 32 CARS SEPARATE AT TILX 290206, DUE","TO A BYPASS COUPLING OF TILX 290206 AND ADMX 63258. TILX 290206 AND THE TRAILING CARS ROLLED SOUTH,","STRIKING EQUIPMENT IN FT03, FT04, ANF FT05. THHE IMPACTS CAUSED CCBX 71669, GATX 31261, CPCX 815316","AND NS 994646 IN THE FREE-ROLLING CUT TO DERAIL, ALONG WITH DERAILING NW 196084 IN FT05 AND MWCX 82","0085 AND PMRX 5690 IN FT03. ADMX 28792 IN FT04 WAS STRUCK AND DAMAGED, BUT NOT DERAILED.",,,,,,,,,,
19,4,NS,13,MACON,BIBB,"GM42 PULLING NORTH ON EAST PULLBACK WITH 41 CARS HAD THE BOTTOM 32 CARS SEPARATE AT TILX 290206, DUE","TO A BYPASS COUPLING OF TILX 290206 AND ADMX 63258. TILX 290206 AND THE TRAILING CARS ROLLED SOUTH,","STRIKING EQUIPMENT IN FT03, FT04, ANF FT05. THHE IMPACTS CAUSED CCBX 71669, GATX 31261, CPCX 815316","AND NS 994646 IN THE FREE-ROLLING CUT TO DERAIL, ALONG WITH DERAILING NW 196084 IN FT05 AND MWCX 82","0085 AND PMRX 5690 IN FT03. ADMX 28792 IN FT04 WAS STRUCK AND DAMAGED, BUT NOT DERAILED.",,,,,,,,,,
19,6,BNSF,17,GALESBURG,KNOX,RCO Y-GAL2022-16 HAD RAILCARS IMPACT EACH IN YARD TRACK 2003 DURING HUMP OPERATIONS DUE TO AUTOMATIC,HUMP RETARDER FAILURE TO SUFFICIENTLY SLOW RAILCARS. THE IMPACT RESULTS IN 2 RAILCARS DERAILED AND,EQUIPMENT DAMAGES. NO HAZARDOUS MATERIALS WERE RELEASED.,,,,,,,,,,,,
19,9,ALS,17,EAST ST LOUIS,ST CLAIR,AASFX-05 WAS PULLING OUT OF GATEWAY YARD IN WHEN 6 CARS DERAILED. THE CAUSE OF THE DERAILMENT WAS FR,OM THE FLANGE CUTTING INTO AND CLIMBING THE LOW SIDE OF THE RAIL AT A POINT WHERE THE GAUGE OF THE R,AIL WENT FROM 57.5 INCHES TO 56 INCHES IN A 10 FOOT SPAN. THE WHEEL WAS HUNTING TO NEGOTIATE THE ARE,A WHEN IT CLIMBED UP THE RAIL RESULTING IN THE DERAILMENT. **ALS MAINTAINS TRACK. ALS TRACK DAMAGE=$,"26, 455**
REVISED ON 11/25/19",,,,,,,,,,
19,9,ALS,17,EAST ST LOUIS,ST CLAIR,AASFX-12 CREW DEPARTED OFF OF 6 PERIMETER. THE CREW PULLED APPROXIMATELY 40 CARS THRU THE ST. LOUIS,"HORN WHEN 13 CARS DERAILED
REVISED ON 11/25/19",,,,,,,,,,,,,
19,8,UP,17,VENICE,MADISON,THE MNLTR-01 WSA YARDING THEIR TRAIN INTO THE TRRA YARD IN TRACK TWO. CONDUCTOR MADE THE CUT AND PUL,"LED TRAIN AHEAD. AFTER TRAVELING TWO CAR LENGTHS, THE TRAIN WENT INTO EMERGENCY. CONDUCTOR FOUND CAR","FTTX961443 DERAILED. CAUSE WAS DUE TO WIDE GAGE. TRRA MAINTAINS TRACK. TRRA TRACK COST = $6,072",,,,,,,,,,,,
19,10,NS,1,JONES,DALLAS,"WHILE WORKING INTERNATIONAL PAPER, A86 DERAILED 3 CARS AS A RESULT OF A BROKEN SWITCH POINT. CAR CRD",X 18015 RELEASED APPROXIMATELY 100 LBS OF SODIUM CHLORATE CLASS 5.1 UN14.,,,,,,,,,,,,,
19,4,NS,1,IRONDALE,JEFFERSON,AB20 HUMPING IN FULL AUTOMATIC CUT 1X1 INTO CT35 WHEN THE GATX 5335 ROLLED OUT OF THE CT35 AND STRUC,"K AB41 ON THE EAST LADDER, DERAILING THE GATX 5335",,,,,,,,,,,,,
19,6,NS,1,GADSDEN,ETOWAH,"A54 WAS SHOVING 2 ENGINES, 19 CARS AND 1,627 TONS DOWN THE GS BRANCH. CARS 10-14 DERAILED DUE TO RAI",L ROLLING UNDER THE MOVEMENT. NO EXCEPTION TAKEN TO TRAIN HANDLING.,,,,,,,,,,,,,
19,8,NS,18,ELKHART,ELKHART,"DUE TO REPETITIVE IMPACT FROM HUMPING INTO CT31, ADMX 31001 WAS PUSHED OUT OF THE SKATES AND ROLLED","INTO THE FOUL OF THE LEAD.IT WAS STRUCK BY RCO UNIT NS 6142, PULLING OUT OF CT38, CAUSING A SIDE SWI","PE DERAILMENT AND ADMX 31001 TO ROLL ONTO ITS SIDEE. 5,000 GALLONS OF ALCOHOLS, N.O.S. CLASS 3 UN198",WERE RELEASED.,,,,,,,,,,,
19,8,NS,18,ELKHART,ELKHART,"DUE TO REPETITIVE IMPACT FROM HUMPING INTO CT31, ADMX 31001 WAS PUSHED OUT OF THE SKATES AND ROLLED","INTO THE FOUL OF THE LEAD.IT WAS STRUCK BY RCO UNIT NS 6142, PULLING OUT OF CT38, CAUSING A SIDE SWI","PE DERAILMENT AND ADMX 31001 TO ROLL ONTO ITS SIDEE. 5,000 GALLONS OF ALCOHOLS, N.O.S. CLASS 3 UN198",WERE RELEASED.,,,,,,,,,,,
19,8,NS,18,ELKHART,ELKHART,BE23 RCO FOREMAN MADE AN OVER SPEED COUPLING IN CT65 DAMAGING NS 6143.,,,,,,,,,,,,,,
19,6,NS,1,RANDOLPH,BIBB,CREW KICKED A GATX 063364 CAR INTO NY04 AND THEN KICKED AN UTLX 641942 INTO THE SAME TRACK RESULTING,"IN THE CARS MISMATCH, MISSING THE COUPLER AND HITTING THE PLATFORM OF UTLX 641942 CAUSING THE EAST","RAIL TO ROLL AND DERAILING L1, L2, R1 & R2 OF THEUTLX 641942 AND R1 & R2 OF THE GATX 063364",,,,,,,,,,,,
19,6,NS,1,IRONDALE,JEFFERSON,AB41 WITH 3 UNITS AND 28 CARS WERE SHOVING ON THE WEST PULLBACK TO WF02 WHEN THE RAIL BROKE UNDER MO,"VEMENT. SUBSEQUENTLY, DERAILING CARS NW 189350, CKIX 410060, AND FURX 839343",,,,,,,,,,,,,
19,12,NS,1,IRONDALE,JEFFERSON,AB21 PULL BACK JOB PULLED INTO TRACK CT03 AND DERAILED THE LEAD SET OF TRUCKS OVER THE CT03 SWITCH I,"N THE CLASS YARD DUE TO SWITCH POINTS BREAKING UNDER MOVEMENT NS 3345 DERAILED THE L4, L5, L6, R4, R","5, R6 WHEELS.",,,,,,,,,,,,
19,12,NS,1,MUSCLE SHOALS,COLBERT,"YARD JOB AH05 SHOVED A CUT OF 39 CARS WESTWARD INTO CLASS TRACK 14. MIDWAY THROUGH THE SHOVE, THE 13","TH, 14TH, 15TH, 16TH AND 17TH HEAD CARS DERAILED ON THE WEST CROSS OVER OF THE CLASS YARD HEADING IN",TO CLASS TRACK 14.,,,,,,,,,,,,
19,9,CSX,1,CHILDERSBURG,TALLADEGA,A73604 CSX CREW DERAILED DUE TO WIDE GAGE ON NORFOLK SOUTHERN MAINTAINED TRACK. NS ESTIMATED DAMAGES,: $1561.94,,,,,,,,,,,,,
19,10,NS,1,IRONDALE,JEFFERSON,NS CREW AB40 WAS HUMPING PMRX 867389 AND 867367 INTO CT08 WHEN THEY ROLLED OUT AND STRUCK NS TRAIN A,"B884 THAT WAS PULLING OUT OF CT05, DERAILING PMRX 867389.",,,,,,,,,,,,,
19,7,ABS,1,GORDO,PICKENS,***SEE ATTACHED DESCRIPTION***,,,,,,,,,,,,,,
19,10,NS,1,IRONDALE,JEFFERSON,NS CREW AB10 WAS HUMPING GATX 212845 INTO CT10 WHEN IT OVERSPED AND STRUCK NS TRAIN AB21 IN THE WEST,"PULLBACK THAT WAS PULLING OUT OF CT35, DERAILING GATX 212845.",,,,,,,,,,,,,
19,10,NS,1,IRONDALE,JEFFERSON,NS CREW AB40 WAS HUMPING PMRX 867389 AND 867367 INTO CT08 WHEN THEY ROLLED OUT AND STRUCK NS TRAIN A,"B884 THAT WAS PULLING OUT OF CT05, DERAILING PMRX 867389.",,,,,,,,,,,,,
19,8,ABS,1,REFORM,PICKENS,"ABS HY-RAIL 4615 WAS TRAVELING WEST BEHIND SPERRY UNIT#974, UNIT 974 WAS STOPPED ON THE TRACK AT MP3",9.7 ON THE TUSCALOOSA SUB LOOKING AT A POSSIBLE RAIL DEFECT. DURING THIS TIME THE OPERATOR OF ABS UN,IT 4615 WASN'T PAYING ATTENTION TO HIS SURROUNDINGS RESULTING IN THE TWO UNITS TO COLLIDE. THE ABS H,"Y-RAIL DID HAVE ANOTHER WATCO TEAM MEMBERS PRESENT IN THE VEHICLE, THIS TEAM MEMBER STATED THAT HE W",AS LOOKING AT HIS PHONE WORKING ON SENDING HIS SUPERVISORS TWO DEFECTS THAT WHERE PREVIOUSLY FOUND F,OUR MILES BACK DOWN THE TRACK.,,,,,,,,,
19,5,NS,39,CINCINNATI,HAMILTON,UTILITY BRAKEMAN FAILED TO ENSURE EQUIPMENT WAS SECURED PRIOR TO KICKING OTHER CARS INTO TRACK RESUL,TING IN EQUIPMENT ROLLING OUT AND STRIKING OTHER CARS. THIS RESULTED IN A TWO CAR DERAILMENT.,,,,,,,,,,,,,
19,3,RRVW,38,GWINNER,SARGENT,PULLING CUT OF CARS FROM TREAM TRACK. 3 EMPTY CARS DERAILED IN THE TURN OUT DUE TO SNOW AND ICE COND,ITIONS,,,,,,,,,,,,,
19,3,RCPE,31,CHADRON,DAWES,TRAIN WENT OVER A BROKEN RAIL AND 8 CARS DERAILED. 6 WERE ON THEIR SIDD OFF OF THE RIGHT OF WAY AND,2 WERE HANGING BY THEIR COUPLERS.,,,,,,,,,,,,,
19,4,IC,22,GEISMAR,ASCENSION,"AT 0055 CDT ON APRIL 17TH GEISMAR YARD ASSIGNMENT R98271-16, WHILE IN THE PROCESS OF PULLING OUT OF","THE NORTH LEAD OF GEISMAR YARD WITH GTW 5827, MADE CONTACT WITH EMPTY CARS PTTX 146767 AND PTTX 1361","93 ON L58271-16. PTTX 146767 DERAILED ONE SET OF TRUCKS ON THE B-END, PTTX 136193 DERAILED ONE SET O",F TRUCKS ON THE A-END AND UNIT GTW 5827 DERAILED ALL WHEELS. NO INJURIES AND NO DANGEROUS GOODS INVO,LVED.,,,,,,,,,,
19,4,IC,22,GEISMAR,ASCENSION,"AT 0055 CDT ON APRIL 17TH GEISMAR YARD ASSIGNMENT R98271-16, WHILE IN THE PROCESS OF PULLING OUT OF","THE NORTH LEAD OF GEISMAR YARD WITH GTW 5827, MADE CONTACT WITH EMPTY CARS PTTX 146767 AND PTTX 1361","93 ON L58271-16. PTTX 146767 DERAILED ONE SET OF TRUCKS ON THE B-END, PTTX  136193 DERAILED ONE SET",OF TRUCKS ON THE A-END AND UNIT GTW 5827 DERAILED ALL WHEELS. NO INJURIES AND NO DANGEROUS GOODS INV,OLVED.,,,,,,,,,,
